text_features,amount,mcc,hour,category_id
Portmone,-1203.97,7399,14,8
Portmone,-1725.79,7399,14,8
Portmone,-1714.25,7399,14,8
Portmone,-1222.42,7399,14,8
Vse vid 2 grn,-879.64,5399,16,16
Vse vid 2 grn,-942.88,5399,16,16
Vse vid 2 grn,-1523.66,5399,16,16
Vse vid 2 grn,-455.04,5399,16,16
Vse vid 2 grn,-1703.91,5399,16,16
Vse vid 2 grn,-150.51,5399,16,16
Vse vid 2 grn,-519.34,5399,16,16
Vse vid 2 grn,-1323.7,5399,16,16
YouTube,-1599.76,7399,14,8
YouTube,-1151.99,7399,14,8
YouTube,-1379.87,7399,14,8
YouTube,-1024.69,7399,14,8
YouTube,-174.04,7399,14,8
YouTube,-1671.44,7399,14,8
YouTube,-411.54,7399,14,8
YouTube,-755.37,7399,14,8
Аврора,-190.07,5331,15,6
Аврора,-1484.13,5331,15,6
Аврора,-1523.44,5331,15,6
Аврора,-700.2,5331,15,6
Аврора,-1807.39,5331,15,6
Аврора,-20.65,5331,15,6
Аврора,-1057.5,5331,15,6
Аврора,-1864.56,5331,15,6
Vse vid 2 grn,-718.91,5399,15,16
Vse vid 2 grn,-1803.88,5399,15,16
Vse vid 2 grn,-1381.45,5399,15,16
Vse vid 2 grn,-1469.33,5399,15,16
Vse vid 2 grn,-388.79,5399,15,16
Vse vid 2 grn,-800.18,5399,15,16
Vse vid 2 grn,-1158.7,5399,15,16
Vse vid 2 grn,-612.48,5399,15,16
SimeynaPekarnya,-1800.67,5462,17,2
SimeynaPekarnya,-1740.0,5462,17,2
SimeynaPekarnya,-911.39,5462,17,2
SimeynaPekarnya,-644.11,5462,17,2
SimeynaPekarnya,-1471.81,5462,17,2
SimeynaPekarnya,-1092.21,5462,17,2
SimeynaPekarnya,-399.98,5462,17,2
SimeynaPekarnya,-230.24,5462,17,2
TIGER TEA,-686.23,5399,11,16
TIGER TEA,-687.28,5399,11,16
TIGER TEA,-1037.03,5399,11,16
TIGER TEA,-1586.65,5399,11,16
TIGER TEA,-534.17,5399,11,16
TIGER TEA,-377.13,5399,11,16
TIGER TEA,-1337.65,5399,11,16
TIGER TEA,-1296.26,5399,11,16
Kanctovari,-1748.97,5943,11,5
Kanctovari,-1781.13,5943,11,5
Kanctovari,-1231.28,5943,11,5
Kanctovari,-372.6,5943,11,5
Kanctovari,-1015.91,5943,11,5
Kanctovari,-1632.81,5943,11,5
Kanctovari,-1225.32,5943,11,5
Kanctovari,-1596.16,5943,11,5
Термінал City24,-110.45,4829,10,8
Термінал City24,-1583.49,4829,10,8
Термінал City24,-899.22,4829,10,8
Термінал City24,-1123.42,4829,10,8
Термінал City24,-660.43,4829,10,8
Термінал City24,-839.11,4829,10,8
Термінал City24,-314.84,4829,10,8
Термінал City24,-1253.25,4829,10,8
Рукавичка,-1462.54,5411,17,1
Рукавичка,-1200.99,5411,17,1
Рукавичка,-1866.04,5411,17,1
Рукавичка,-359.14,5411,17,1
Рукавичка,-988.13,5411,17,1
Рукавичка,-20.13,5411,17,1
Рукавичка,-1132.02,5411,17,1
Рукавичка,-1440.86,5411,17,1
Аврора,-921.81,5399,17,16
Аврора,-757.7,5399,17,16
Аврора,-1047.51,5399,17,16
Аврора,-344.29,5399,17,16
Аврора,-177.53,5399,17,16
Аврора,-1502.19,5399,17,16
Аврора,-411.31,5399,17,16
Аврора,-1036.92,5399,17,16
Vse vid 2 grn,-725.27,5399,13,16
Vse vid 2 grn,-1768.65,5399,13,16
Vse vid 2 grn,-1121.47,5399,13,16
Vse vid 2 grn,-1856.74,5399,13,16
Vse vid 2 grn,-1190.67,5399,13,16
Vse vid 2 grn,-352.23,5399,13,16
Vse vid 2 grn,-724.51,5399,13,16
Vse vid 2 grn,-1746.19,5399,13,16
Термінал City24,-1870.3,4829,13,8
Термінал City24,-1223.48,4829,13,8
Термінал City24,-346.97,4829,13,8
Термінал City24,-1293.4,4829,13,8
Термінал City24,-1423.44,4829,13,8
Термінал City24,-1428.39,4829,13,8
Термінал City24,-1352.32,4829,13,8
Термінал City24,-1599.47,4829,13,8
Portmone,-1671.52,7399,12,8
Portmone,-108.11,7399,12,8
Portmone,-1888.7,7399,12,8
Portmone,-677.64,7399,12,8
Portmone,-1640.95,7399,12,8
Portmone,-61.48,7399,12,8
Portmone,-1293.02,7399,12,8
Portmone,-1058.73,7399,12,8
EasyPay,-1785.72,4131,15,8
EasyPay,-95.13,4131,15,8
EasyPay,-1547.51,4131,15,8
EasyPay,-1731.03,4131,15,8
EasyPay,-620.47,4131,15,8
EasyPay,-207.77,4131,15,8
EasyPay,-1081.95,4131,15,8
EasyPay,-70.04,4131,15,8
Portmone,-1612.55,5999,15,0
Portmone,-775.17,5999,15,0
Portmone,-1622.93,5999,15,0
Portmone,-1014.15,5999,15,0
Portmone,-162.09,5999,15,0
Portmone,-665.17,5999,15,0
Portmone,-1571.91,5999,15,0
Portmone,-1856.44,5999,15,0
Magazyn Monako,-1682.4,5943,14,5
Magazyn Monako,-1117.44,5943,14,5
Magazyn Monako,-1409.24,5943,14,5
Magazyn Monako,-1583.35,5943,14,5
Magazyn Monako,-1097.13,5943,14,5
Magazyn Monako,-1042.12,5943,14,5
Magazyn Monako,-1340.21,5943,14,5
Magazyn Monako,-1631.13,5943,14,5
Арсен,-992.49,5499,14,1
Арсен,-164.59,5499,14,1
Арсен,-72.1,5499,14,1
Арсен,-893.59,5499,14,1
Арсен,-216.9,5499,14,1
Арсен,-1685.58,5499,14,1
Арсен,-1587.38,5499,14,1
Арсен,-745.0,5499,14,1
АТБ,-589.5,5411,13,1
АТБ,-1227.0,5411,13,1
АТБ,-761.23,5411,13,1
АТБ,-774.42,5411,13,1
АТБ,-961.39,5411,13,1
АТБ,-1226.89,5411,13,1
АТБ,-738.01,5411,13,1
АТБ,-60.21,5411,13,1
"Київстар
+380981099379,-30.0,4814,10,11",-443.48,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-54.7,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1779.45,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-168.34,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-271.76,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-435.83,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1063.06,0,0,0
"Київстар
+380981099379,-30.0,4814,10,11",-1416.79,0,0,0
Від: Оксана Котик | Переказ дочці,-1232.57,4829,12,8
Від: Оксана Котик | Переказ дочці,-543.69,4829,12,8
Від: Оксана Котик | Переказ дочці,-67.43,4829,12,8
Від: Оксана Котик | Переказ дочці,-1437.08,4829,12,8
Від: Оксана Котик | Переказ дочці,-773.06,4829,12,8
Від: Оксана Котик | Переказ дочці,-1804.34,4829,12,8
Від: Оксана Котик | Переказ дочці,-38.85,4829,12,8
Від: Оксана Котик | Переказ дочці,-1659.38,4829,12,8
EasyPay,-1204.09,4131,16,8
EasyPay,-806.28,4131,16,8
EasyPay,-889.47,4131,16,8
EasyPay,-1453.92,4131,16,8
EasyPay,-1036.14,4131,16,8
EasyPay,-1678.54,4131,16,8
EasyPay,-534.94,4131,16,8
EasyPay,-1844.83,4131,16,8
"Київстар
+380981099379,-30.0,4814,11,11",-418.99,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-1530.53,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-813.12,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-980.61,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-207.48,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-236.51,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-1993.06,0,0,0
"Київстар
+380981099379,-30.0,4814,11,11",-1662.06,0,0,0
Vse vid 2 grn,-670.19,5399,19,16
Vse vid 2 grn,-1593.21,5399,19,16
Vse vid 2 grn,-21.77,5399,19,16
Vse vid 2 grn,-1951.76,5399,19,16
Vse vid 2 grn,-714.31,5399,19,16
Vse vid 2 grn,-1888.19,5399,19,16
Vse vid 2 grn,-1390.39,5399,19,16
Vse vid 2 grn,-1824.81,5399,19,16
URBAN COFFEE-4,-547.95,5814,16,2
URBAN COFFEE-4,-1491.28,5814,16,2
URBAN COFFEE-4,-51.12,5814,16,2
URBAN COFFEE-4,-82.16,5814,16,2
URBAN COFFEE-4,-1569.29,5814,16,2
URBAN COFFEE-4,-1252.46,5814,16,2
URBAN COFFEE-4,-931.35,5814,16,2
URBAN COFFEE-4,-804.94,5814,16,2
FERMERSKE MIaSKO,-1525.24,5499,14,1
FERMERSKE MIaSKO,-1800.53,5499,14,1
FERMERSKE MIaSKO,-1104.57,5499,14,1
FERMERSKE MIaSKO,-734.38,5499,14,1
FERMERSKE MIaSKO,-1899.14,5499,14,1
FERMERSKE MIaSKO,-834.0,5499,14,1
FERMERSKE MIaSKO,-986.27,5499,14,1
FERMERSKE MIaSKO,-378.69,5499,14,1
"Київстар
+380981099379,-30.0,4814,12,11",-543.81,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-1692.78,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-1231.73,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-1017.16,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-287.25,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-304.67,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-1615.32,0,0,0
"Київстар
+380981099379,-30.0,4814,12,11",-271.24,0,0,0
Magazin UNI,-1048.16,5399,17,16
Magazin UNI,-940.91,5399,17,16
Magazin UNI,-1797.73,5399,17,16
Magazin UNI,-1176.28,5399,17,16
Magazin UNI,-832.67,5399,17,16
Magazin UNI,-1765.74,5399,17,16
Magazin UNI,-668.24,5399,17,16
Magazin UNI,-1064.3,5399,17,16
Pekarnia,-1383.7,5462,17,2
Pekarnia,-1577.55,5462,17,2
Pekarnia,-238.39,5462,17,2
Pekarnia,-401.45,5462,17,2
Pekarnia,-624.96,5462,17,2
Pekarnia,-1881.96,5462,17,2
Pekarnia,-1759.97,5462,17,2
Pekarnia,-804.07,5462,17,2
UNI,-472.67,5631,16,7
UNI,-1072.69,5631,16,7
UNI,-39.05,5631,16,7
UNI,-606.39,5631,16,7
UNI,-295.27,5631,16,7
UNI,-1607.54,5631,16,7
UNI,-25.12,5631,16,7
UNI,-1848.77,5631,16,7
Belli,-56.64,5995,16,12
Belli,-617.94,5995,16,12
Belli,-1187.85,5995,16,12
Belli,-146.28,5995,16,12
Belli,-814.34,5995,16,12
Belli,-220.06,5995,16,12
Belli,-1687.09,5995,16,12
Belli,-382.18,5995,16,12
АТБ,-1559.26,5411,14,1
АТБ,-1237.42,5411,14,1
АТБ,-1820.88,5411,14,1
АТБ,-1657.21,5411,14,1
АТБ,-494.63,5411,14,1
АТБ,-422.72,5411,14,1
АТБ,-1941.53,5411,14,1
АТБ,-178.08,5411,14,1
Виведення кешбеку 103.52₴,-1548.04,4829,12,8
Виведення кешбеку 103.52₴,-104.62,4829,12,8
Виведення кешбеку 103.52₴,-1740.64,4829,12,8
Виведення кешбеку 103.52₴,-1568.39,4829,12,8
Виведення кешбеку 103.52₴,-155.49,4829,12,8
Виведення кешбеку 103.52₴,-323.01,4829,12,8
Виведення кешбеку 103.52₴,-1506.42,4829,12,8
Виведення кешбеку 103.52₴,-1614.27,4829,12,8
SimeynaPekarnya,-352.7,5462,14,2
SimeynaPekarnya,-900.27,5462,14,2
SimeynaPekarnya,-1224.01,5462,14,2
SimeynaPekarnya,-1105.47,5462,14,2
SimeynaPekarnya,-422.65,5462,14,2
SimeynaPekarnya,-1804.93,5462,14,2
SimeynaPekarnya,-246.89,5462,14,2
SimeynaPekarnya,-323.53,5462,14,2
Від: Oliinyk Olena,-1694.87,6012,13,9
Від: Oliinyk Olena,-1105.39,6012,13,9
Від: Oliinyk Olena,-1764.21,6012,13,9
Від: Oliinyk Olena,-254.92,6012,13,9
Від: Oliinyk Olena,-1822.02,6012,13,9
Від: Oliinyk Olena,-135.47,6012,13,9
Від: Oliinyk Olena,-710.38,6012,13,9
Від: Oliinyk Olena,-244.55,6012,13,9
Portmone,-1110.31,5999,19,0
Portmone,-901.04,5999,19,0
Portmone,-1493.38,5999,19,0
Portmone,-1222.02,5999,19,0
Portmone,-627.59,5999,19,0
Portmone,-428.0,5999,19,0
Portmone,-1992.48,5999,19,0
Portmone,-1251.22,5999,19,0
TOR-BA,-724.61,5411,15,1
TOR-BA,-1184.61,5411,15,1
TOR-BA,-686.19,5411,15,1
TOR-BA,-994.13,5411,15,1
TOR-BA,-201.97,5411,15,1
TOR-BA,-875.38,5411,15,1
TOR-BA,-521.34,5411,15,1
TOR-BA,-824.13,5411,15,1
TOR-BA,-1083.01,5411,16,1
TOR-BA,-336.6,5411,16,1
TOR-BA,-1490.52,5411,16,1
TOR-BA,-1525.48,5411,16,1
TOR-BA,-1296.78,5411,16,1
TOR-BA,-31.89,5411,16,1
TOR-BA,-1392.65,5411,16,1
TOR-BA,-302.37,5411,16,1
Pekarnia,-593.29,5462,15,2
Pekarnia,-1078.11,5462,15,2
Pekarnia,-1834.46,5462,15,2
Pekarnia,-1187.31,5462,15,2
Pekarnia,-660.55,5462,15,2
Pekarnia,-951.53,5462,15,2
Pekarnia,-1715.53,5462,15,2
Pekarnia,-1762.36,5462,15,2
THRASH,-300.14,5411,17,1
THRASH,-39.05,5411,17,1
THRASH,-359.39,5411,17,1
THRASH,-1970.86,5411,17,1
THRASH,-1156.08,5411,17,1
THRASH,-1510.99,5411,17,1
THRASH,-20.15,5411,17,1
THRASH,-1479.19,5411,17,1
Perlyna Zakhodu,-1337.59,5814,17,2
Perlyna Zakhodu,-1591.13,5814,17,2
Perlyna Zakhodu,-1889.84,5814,17,2
Perlyna Zakhodu,-1277.88,5814,17,2
Perlyna Zakhodu,-148.5,5814,17,2
Perlyna Zakhodu,-1954.48,5814,17,2
Perlyna Zakhodu,-822.51,5814,17,2
Perlyna Zakhodu,-605.65,5814,17,2
Kafe COFFEE LAB,-1349.12,5814,11,2
Kafe COFFEE LAB,-1836.82,5814,11,2
Kafe COFFEE LAB,-1106.06,5814,11,2
Kafe COFFEE LAB,-729.29,5814,11,2
Kafe COFFEE LAB,-1175.23,5814,11,2
Kafe COFFEE LAB,-1505.28,5814,11,2
Kafe COFFEE LAB,-1338.38,5814,11,2
Kafe COFFEE LAB,-615.34,5814,11,2
Від: Oliinyk Olena,-1086.53,6012,15,9
Від: Oliinyk Olena,-1430.83,6012,15,9
Від: Oliinyk Olena,-1066.09,6012,15,9
Від: Oliinyk Olena,-1136.18,6012,15,9
Від: Oliinyk Olena,-243.17,6012,15,9
Від: Oliinyk Olena,-1172.43,6012,15,9
Від: Oliinyk Olena,-30.27,6012,15,9
Від: Oliinyk Olena,-485.27,6012,15,9
Приват карта,-1854.76,4829,13,8
Приват карта,-1392.58,4829,13,8
Приват карта,-1027.11,4829,13,8
Приват карта,-990.65,4829,13,8
Приват карта,-385.69,4829,13,8
Приват карта,-1251.18,4829,13,8
Приват карта,-1197.41,4829,13,8
Приват карта,-106.38,4829,13,8
АРСЕН,-396.34,5499,17,1
АРСЕН,-1102.82,5499,17,1
АРСЕН,-489.69,5499,17,1
АРСЕН,-179.28,5499,17,1
АРСЕН,-340.67,5499,17,1
АРСЕН,-107.91,5499,17,1
АРСЕН,-1201.67,5499,17,1
АРСЕН,-1921.11,5499,17,1
TOR-BA,-105.16,5411,17,1
TOR-BA,-1296.16,5411,17,1
TOR-BA,-93.89,5411,17,1
TOR-BA,-1685.19,5411,17,1
TOR-BA,-406.7,5411,17,1
TOR-BA,-863.7,5411,17,1
TOR-BA,-288.7,5411,17,1
TOR-BA,-1925.78,5411,17,1
SimeynaPekarnya,-1262.73,5462,18,2
SimeynaPekarnya,-357.24,5462,18,2
SimeynaPekarnya,-836.37,5462,18,2
SimeynaPekarnya,-664.88,5462,18,2
SimeynaPekarnya,-254.67,5462,18,2
SimeynaPekarnya,-788.43,5462,18,2
SimeynaPekarnya,-412.53,5462,18,2
SimeynaPekarnya,-688.09,5462,18,2
Magazin produktiv,-1148.05,5499,16,1
Magazin produktiv,-269.22,5499,16,1
Magazin produktiv,-847.22,5499,16,1
Magazin produktiv,-1253.02,5499,16,1
Magazin produktiv,-667.43,5499,16,1
Magazin produktiv,-328.06,5499,16,1
Magazin produktiv,-1351.79,5499,16,1
Magazin produktiv,-1866.93,5499,16,1
EasyPay,-1986.36,4131,13,8
EasyPay,-190.02,4131,13,8
EasyPay,-583.96,4131,13,8
EasyPay,-501.32,4131,13,8
EasyPay,-887.23,4131,13,8
EasyPay,-28.57,4131,13,8
EasyPay,-459.89,4131,13,8
EasyPay,-692.31,4131,13,8
Від: Oliinyk Olena,-107.26,6012,12,9
Від: Oliinyk Olena,-340.19,6012,12,9
Від: Oliinyk Olena,-211.32,6012,12,9
Від: Oliinyk Olena,-209.58,6012,12,9
Від: Oliinyk Olena,-1702.86,6012,12,9
Від: Oliinyk Olena,-484.5,6012,12,9
Від: Oliinyk Olena,-634.85,6012,12,9
Від: Oliinyk Olena,-1032.02,6012,12,9
SAMSUNG ELECTRONIC,-1389.31,5734,13,4
SAMSUNG ELECTRONIC,-825.7,5734,13,4
SAMSUNG ELECTRONIC,-1865.92,5734,13,4
SAMSUNG ELECTRONIC,-108.89,5734,13,4
SAMSUNG ELECTRONIC,-1164.54,5734,13,4
SAMSUNG ELECTRONIC,-1688.74,5734,13,4
SAMSUNG ELECTRONIC,-1384.06,5734,13,4
SAMSUNG ELECTRONIC,-1933.15,5734,13,4
Portmone,-455.37,5999,13,0
Portmone,-278.77,5999,13,0
Portmone,-297.67,5999,13,0
Portmone,-194.59,5999,13,0
Portmone,-1731.13,5999,13,0
Portmone,-666.76,5999,13,0
Portmone,-1771.24,5999,13,0
Portmone,-1050.5,5999,13,0
Термінал А-Банку,-1488.6,4829,12,8
Термінал А-Банку,-1059.02,4829,12,8
Термінал А-Банку,-1106.6,4829,12,8
Термінал А-Банку,-853.56,4829,12,8
Термінал А-Банку,-814.17,4829,12,8
Термінал А-Банку,-999.6,4829,12,8
Термінал А-Банку,-1350.34,4829,12,8
Термінал А-Банку,-1389.97,4829,12,8
Термінал mono,-627.09,4829,13,8
Термінал mono,-1518.16,4829,13,8
Термінал mono,-869.87,4829,13,8
Термінал mono,-901.88,4829,13,8
Термінал mono,-321.02,4829,13,8
Термінал mono,-388.86,4829,13,8
Термінал mono,-1716.71,4829,13,8
Термінал mono,-1554.57,4829,13,8
Сільпо,-1980.42,5411,15,1
Сільпо,-972.23,5411,15,1
Сільпо,-376.9,5411,15,1
Сільпо,-743.18,5411,15,1
Сільпо,-1712.46,5411,15,1
Сільпо,-718.13,5411,15,1
Сільпо,-1659.7,5411,15,1
Сільпо,-1964.05,5411,15,1
THRASH,-1537.59,5411,14,1
THRASH,-1515.48,5411,14,1
THRASH,-584.3,5411,14,1
THRASH,-1960.79,5411,14,1
THRASH,-1135.28,5411,14,1
THRASH,-684.23,5411,14,1
THRASH,-1255.79,5411,14,1
THRASH,-678.73,5411,14,1
Є Таке!,-1813.17,5200,14,16
Є Таке!,-1643.14,5200,14,16
Є Таке!,-168.44,5200,14,16
Є Таке!,-1365.91,5200,14,16
Є Таке!,-1781.15,5200,14,16
Є Таке!,-601.97,5200,14,16
Є Таке!,-1141.8,5200,14,16
Є Таке!,-1516.9,5200,14,16
АРСЕН,-590.11,5499,14,1
АРСЕН,-278.82,5499,14,1
АРСЕН,-1349.45,5499,14,1
АРСЕН,-1125.05,5499,14,1
АРСЕН,-691.7,5499,14,1
АРСЕН,-716.46,5499,14,1
АРСЕН,-133.94,5499,14,1
АРСЕН,-1017.44,5499,14,1
Рукавичка,-1898.3,5411,13,1
Рукавичка,-257.73,5411,13,1
Рукавичка,-354.24,5411,13,1
Рукавичка,-1140.77,5411,13,1
Рукавичка,-135.84,5411,13,1
Рукавичка,-1218.42,5411,13,1
Рукавичка,-1301.18,5411,13,1
Рукавичка,-1035.89,5411,13,1
Близенько,-1686.82,5499,12,1
Близенько,-257.44,5499,12,1
Близенько,-950.73,5499,12,1
Близенько,-1830.4,5499,12,1
Близенько,-839.34,5499,12,1
Близенько,-1887.55,5499,12,1
Близенько,-59.32,5499,12,1
Близенько,-252.39,5499,12,1
EVA,-760.53,5977,14,13
EVA,-1867.98,5977,14,13
EVA,-316.61,5977,14,13
EVA,-169.07,5977,14,13
EVA,-439.29,5977,14,13
EVA,-1654.97,5977,14,13
EVA,-659.64,5977,14,13
EVA,-293.13,5977,14,13
PROSTOR,-965.45,5977,14,13
PROSTOR,-1801.71,5977,14,13
PROSTOR,-1078.23,5977,14,13
PROSTOR,-1488.39,5977,14,13
PROSTOR,-1340.08,5977,14,13
PROSTOR,-678.49,5977,14,13
PROSTOR,-802.32,5977,14,13
PROSTOR,-157.44,5977,14,13
"Ринок ""Шувар"",-78.0,5499,17,1",-20.24,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-243.12,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1835.99,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1441.55,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1409.05,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1160.85,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1862.16,0,0,0
"Ринок ""Шувар"",-78.0,5499,17,1",-1057.13,0,0,0
Сільпо,-1556.33,5411,16,1
Сільпо,-1540.27,5411,16,1
Сільпо,-21.69,5411,16,1
Сільпо,-445.0,5411,16,1
Сільпо,-672.14,5411,16,1
Сільпо,-1788.26,5411,16,1
Сільпо,-95.64,5411,16,1
Сільпо,-1759.56,5411,16,1
Ашан,-185.5,5411,15,1
Ашан,-489.34,5411,15,1
Ашан,-1524.4,5411,15,1
Ашан,-896.23,5411,15,1
Ашан,-1577.73,5411,15,1
Ашан,-1550.72,5411,15,1
Ашан,-720.4,5411,15,1
Ашан,-1635.55,5411,15,1
Від: Oliinyk Olena,-741.61,6012,14,9
Від: Oliinyk Olena,-272.21,6012,14,9
Від: Oliinyk Olena,-95.17,6012,14,9
Від: Oliinyk Olena,-1838.79,6012,14,9
Від: Oliinyk Olena,-1018.69,6012,14,9
Від: Oliinyk Olena,-1076.77,6012,14,9
Від: Oliinyk Olena,-790.32,6012,14,9
Від: Oliinyk Olena,-1822.34,6012,14,9
PRTMN  *WATER,-1189.43,5999,15,0
PRTMN  *WATER,-1847.06,5999,15,0
PRTMN  *WATER,-1962.19,5999,15,0
PRTMN  *WATER,-481.24,5999,15,0
PRTMN  *WATER,-607.33,5999,15,0
PRTMN  *WATER,-589.81,5999,15,0
PRTMN  *WATER,-1066.47,5999,15,0
PRTMN  *WATER,-1395.29,5999,15,0
Термінал mono,-1486.75,4829,15,8
Термінал mono,-1267.87,4829,15,8
Термінал mono,-1058.01,4829,15,8
Термінал mono,-148.84,4829,15,8
Термінал mono,-987.67,4829,15,8
Термінал mono,-1225.25,4829,15,8
Термінал mono,-798.77,4829,15,8
Термінал mono,-688.27,4829,15,8
IQ Pizza,-1655.82,5812,17,2
IQ Pizza,-1690.78,5812,17,2
IQ Pizza,-81.82,5812,17,2
IQ Pizza,-1574.03,5812,17,2
IQ Pizza,-1268.23,5812,17,2
IQ Pizza,-1246.1,5812,17,2
IQ Pizza,-435.36,5812,17,2
IQ Pizza,-360.06,5812,17,2
Термінал mono,-1533.5,4829,17,8
Термінал mono,-583.75,4829,17,8
Термінал mono,-1922.22,4829,17,8
Термінал mono,-915.44,4829,17,8
Термінал mono,-1775.33,4829,17,8
Термінал mono,-1972.63,4829,17,8
Термінал mono,-1529.19,4829,17,8
Термінал mono,-1777.31,4829,17,8
Термінал mono,-1294.51,4829,16,8
Термінал mono,-1161.38,4829,16,8
Термінал mono,-1395.81,4829,16,8
Термінал mono,-752.1,4829,16,8
Термінал mono,-781.82,4829,16,8
Термінал mono,-1753.22,4829,16,8
Термінал mono,-1517.34,4829,16,8
Термінал mono,-661.32,4829,16,8
McDonald’s,-551.38,5814,15,2
McDonald’s,-419.09,5814,15,2
McDonald’s,-1778.62,5814,15,2
McDonald’s,-1015.95,5814,15,2
McDonald’s,-301.52,5814,15,2
McDonald’s,-406.75,5814,15,2
McDonald’s,-284.98,5814,15,2
McDonald’s,-84.52,5814,15,2
АРСЕН,-1946.82,5499,15,1
АРСЕН,-1695.91,5499,15,1
АРСЕН,-464.54,5499,15,1
АРСЕН,-1172.89,5499,15,1
АРСЕН,-1995.5,5499,15,1
АРСЕН,-1228.93,5499,15,1
АРСЕН,-717.37,5499,15,1
АРСЕН,-848.44,5499,15,1
Apteka Belli,-1272.76,5995,14,12
Apteka Belli,-185.91,5995,14,12
Apteka Belli,-255.8,5995,14,12
Apteka Belli,-1071.79,5995,14,12
Apteka Belli,-847.35,5995,14,12
Apteka Belli,-963.27,5995,14,12
Apteka Belli,-226.13,5995,14,12
Apteka Belli,-576.79,5995,14,12
APTEKA 16,-919.51,5912,14,12
APTEKA 16,-1851.47,5912,14,12
APTEKA 16,-1220.6,5912,14,12
APTEKA 16,-1306.56,5912,14,12
APTEKA 16,-741.93,5912,14,12
APTEKA 16,-190.64,5912,14,12
APTEKA 16,-1427.53,5912,14,12
APTEKA 16,-991.11,5912,14,12
Копійка,-630.2,5912,14,12
Копійка,-67.98,5912,14,12
Копійка,-1470.45,5912,14,12
Копійка,-1834.63,5912,14,12
Копійка,-1890.24,5912,14,12
Копійка,-1524.53,5912,14,12
Копійка,-1044.98,5912,14,12
Копійка,-1383.39,5912,14,12
IQ Pizza,-1050.94,5812,14,2
IQ Pizza,-27.59,5812,14,2
IQ Pizza,-289.95,5812,14,2
IQ Pizza,-1881.09,5812,14,2
IQ Pizza,-1875.47,5812,14,2
IQ Pizza,-544.16,5812,14,2
IQ Pizza,-445.26,5812,14,2
IQ Pizza,-1785.46,5812,14,2
АРСЕН,-1767.78,5499,13,1
АРСЕН,-209.29,5499,13,1
АРСЕН,-1828.58,5499,13,1
АРСЕН,-973.32,5499,13,1
АРСЕН,-462.77,5499,13,1
АРСЕН,-961.59,5499,13,1
АРСЕН,-1072.64,5499,13,1
АРСЕН,-123.12,5499,13,1
APTEKA 47,-158.75,5912,18,12
APTEKA 47,-1152.86,5912,18,12
APTEKA 47,-712.75,5912,18,12
APTEKA 47,-517.08,5912,18,12
APTEKA 47,-469.67,5912,18,12
APTEKA 47,-1009.18,5912,18,12
APTEKA 47,-1874.29,5912,18,12
APTEKA 47,-376.58,5912,18,12
TOR-BA,-1457.85,5411,13,1
TOR-BA,-978.3,5411,13,1
TOR-BA,-1267.4,5411,13,1
TOR-BA,-435.4,5411,13,1
TOR-BA,-880.76,5411,13,1
TOR-BA,-1290.61,5411,13,1
TOR-BA,-1051.07,5411,13,1
TOR-BA,-862.02,5411,13,1
Скасування. SAMSUNG ELECTRONIC,-1767.57,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-1400.46,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-887.79,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-958.26,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-456.06,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-70.13,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-1495.33,5734,2,4
Скасування. SAMSUNG ELECTRONIC,-1540.25,5734,2,4
EVA,-534.55,5977,17,13
EVA,-1188.57,5977,17,13
EVA,-1157.02,5977,17,13
EVA,-202.61,5977,17,13
EVA,-117.86,5977,17,13
EVA,-1835.87,5977,17,13
EVA,-236.01,5977,17,13
EVA,-1052.82,5977,17,13
АРСЕН,-85.13,5499,16,1
